lead_time,avg_price_per_room,no_of_special_requests,arrival_date,arrival_month,market_segment_type,no_of_week_nights,no_of_weekend_nights,no_of_adults,arrival_year,booking_status
27,90.25,0,3,9,4,3,1,1,2017,1
86,119.0,2,24,12,4,3,2,3,2018,1
1,67.5,0,8,1,4,2,0,2,2018,1
124,94.5,0,8,8,3,1,2,2,2017,0
83,78.3,0,12,3,4,1,2,2,2018,1
21,88.4,1,13,11,4,4,2,2,2018,1
418,107.0,0,26,9,3,2,1,2,2018,0
245,75.0,0,17,6,3,2,0,2,2018,0
23,133.55,1,30,12,4,2,2,2,2018,1
161,145.85,2,14,8,4,3,2,3,2018,0
103,115.0,0,19,4,3,2,0,1,2018,0
81,106.95,0,28,8,4,4,2,3,2018,1
7,129.0,1,20,9,4,1,0,1,2018,0
151,80.0,0,19,1,3,3,0,1,2018,1
167,119.7,1,20,5,4,2,1,2,2018,0
4,100.08,1,6,7,4,1,0,2,2018,1
21,231.0,0,22,8,4,3,1,2,2018,0
26,169.0,1,19,9,4,3,1,2,2018,1
70,85.0,0,22,10,3,1,0,2,2017,1
60,63.75,0,5,3,4,6,2,1,2018,0
56,94.5,3,21,10,4,3,0,2,2017,1
11,100.0,0,11,10,2,3,2,2,2017,1
53,101.1,0,27,6,4,2,1,2,2018,0
81,168.3,0,8,9,4,3,0,3,2018,0
77,198.9,1,31,5,4,4,0,2,2018,1
88,112.2,0,5,10,3,1,1,2,2017,1
44,77.76,0,3,11,4,2,0,2,2018,1
181,120.0,0,11,10,3,2,0,1,2018,0
30,121.0,0,30,9,3,2,0,2,2017,1
3,139.0,0,6,8,4,1,0,2,2018,0
75,105.0,0,30,10,3,0,2,2,2018,0
38,118.0,1,31,12,3,3,0,2,2017,1
35,150.3,1,28,12,4,0,1,2,2017,1
95,111.31,2,26,9,4,2,1,2,2018,1
39,114.8,0,9,1,3,1,2,2,2018,1
18,187.0,3,1,7,4,2,1,3,2018,1
44,152.1,1,17,8,4,4,0,2,2018,1
110,108.0,1,12,10,4,1,0,2,2018,0
91,102.06,0,17,10,4,2,1,1,2018,0
11,141.0,0,7,5,4,1,0,2,2018,0
74,109.0,0,18,9,3,2,0,2,2017,1
58,189.0,2,5,4,4,3,0,3,2018,1
62,173.25,2,23,7,4,1,1,2,2018,1
2,249.0,1,2,9,4,1,0,2,2018,1
29,66.18,1,2,12,2,2,0,1,2018,1
237,87.67,2,22,9,4,3,1,2,2018,1
3,80.0,0,7,3,2,1,1,1,2018,1
210,86.0,0,8,10,3,3,1,2,2017,0
30,97.02,0,6,10,4,1,0,2,2018,0
67,95.0,0,26,7,3,1,0,1,2018,1
57,90.67,1,10,6,3,2,1,2,2018,1
95,127.8,0,6,7,4,4,0,2,2018,0
71,74.8,1,7,12,4,4,1,2,2018,1
72,58.91,1,23,12,3,9,2,2,2017,1
3,65.0,0,11,7,2,0,1,1,2018,1
77,88.83,0,23,3,4,4,0,2,2018,0
52,103.7,3,4,12,4,2,2,2,2018,1
21,76.0,0,5,11,4,2,0,2,2017,1
120,76.5,1,14,7,4,5,0,2,2017,0
56,125.1,1,27,7,4,1,0,2,2018,1
0,147.59,0,16,9,4,1,0,2,2018,1
19,150.43,2,15,4,4,5,2,3,2018,0
4,95.0,0,23,5,0,2,1,1,2018,1
86,95.2,1,26,4,4,5,1,2,2018,1
94,135.9,2,11,9,4,1,2,2,2018,1
181,120.0,0,11,10,4,2,0,1,2018,0
67,161.1,1,12,5,4,3,0,2,2018,1
91,114.3,0,24,7,4,1,2,2,2018,0
113,108.0,1,13,10,4,1,0,2,2018,0
174,70.0,0,10,10,4,1,1,2,2017,0
17,48.0,0,16,10,3,2,0,2,2017,1
433,70.0,0,8,9,3,3,0,2,2018,0
3,122.33,2,13,5,4,4,2,2,2018,1
46,67.5,0,4,11,3,2,0,1,2018,1
34,82.8,0,13,10,3,2,0,2,2017,1
91,140.4,0,13,5,4,2,1,2,2018,0
6,69.5,1,15,1,4,2,0,2,2018,1
320,115.0,1,18,8,3,2,0,2,2018,0
68,78.3,1,13,2,4,1,1,2,2018,1
12,100.0,0,12,10,2,3,1,2,2017,1
71,75.54,1,30,10,4,0,1,2,2018,1
139,94.5,1,28,7,4,1,0,2,2018,1
152,98.0,0,1,11,3,4,0,2,2018,1
96,118.8,1,29,6,4,2,0,2,2018,1
4,181.79,0,19,9,2,3,1,1,2018,1
83,141.1,1,28,7,4,3,0,2,2018,1
68,93.6,0,25,11,4,2,0,2,2018,1
0,142.0,0,9,9,4,1,0,1,2017,1
102,140.4,0,19,5,4,3,0,2,2018,1
5,110.0,1,24,5,2,2,0,2,2018,1
23,91.6,2,18,11,4,2,0,2,2018,1
418,107.0,0,26,9,4,2,1,2,2018,0
69,76.5,1,12,7,4,0,2,2,2017,0
418,107.0,0,26,9,3,2,1,2,2018,0
103,138.5,0,18,7,3,1,2,3,2017,1
166,110.0,0,1,11,3,3,0,1,2018,0
386,115.0,1,23,10,4,0,2,2,2018,0
118,110.0,0,6,6,3,2,1,1,2018,1
0,78.42,0,19,8,4,2,2,2,2018,1
22,187.0,2,27,6,4,1,1,3,2018,1
62,99.9,0,20,6,4,1,1,2,2018,0
175,121.5,1,10,8,4,2,0,2,2018,0
101,78.3,0,15,3,4,3,0,2,2018,0
14,136.0,1,5,10,4,2,1,2,2017,1
16,91.5,0,18,11,4,2,2,2,2018,0
4,0.0,1,4,10,4,0,1,1,2017,1
5,95.0,0,14,6,2,1,0,1,2018,0
57,45.9,0,12,3,4,2,2,2,2018,1
12,93.0,1,5,2,4,2,0,2,2018,1
5,65.0,0,22,9,2,1,0,1,2017,1
79,56.94,1,12,3,4,5,2,2,2018,1
2,81.62,1,1,4,4,1,0,1,2018,1
183,80.1,2,29,10,4,1,2,2,2018,0
7,213.0,0,12,6,4,6,4,2,2018,0
267,95.0,0,30,9,3,2,1,2,2018,0
69,120.0,0,12,6,3,4,2,1,2018,0
71,120.0,0,14,6,3,3,0,1,2018,1
9,99.0,0,29,9,2,2,0,2,2018,1
8,81.7,0,10,1,4,6,4,1,2018,1
55,104.0,0,6,4,3,1,0,2,2018,1
148,80.75,1,23,4,4,2,2,2,2018,1
134,65.0,0,4,12,3,2,2,2,2017,1
74,127.8,0,9,7,4,1,0,2,2018,0
277,89.14,1,5,9,3,5,2,2,2018,1
1,60.0,0,28,2,3,1,2,1,2018,0
164,100.0,0,2,10,3,2,0,1,2017,0
39,101.5,0,14,8,3,2,0,2,2017,1
128,96.05,2,8,7,4,3,2,2,2018,1
58,79.2,0,12,12,4,0,1,2,2018,0
151,71.0,0,19,1,3,2,0,1,2018,1
276,116.33,0,22,9,3,3,0,2,2018,0
0,114.0,0,9,9,2,1,0,1,2017,1
72,75.82,0,26,6,4,2,2,2,2018,1
213,130.0,0,7,6,3,3,0,2,2018,0
107,95.2,1,15,4,4,2,2,2,2018,1
24,108.0,1,12,9,4,0,1,1,2018,1
206,109.66,1,13,8,4,5,2,2,2018,0
80,137.7,2,11,4,4,2,1,3,2018,1
171,106.13,1,20,7,4,5,2,2,2018,0
112,120.0,1,2,6,3,3,0,2,2018,1
322,52.0,0,9,12,3,2,0,2,2018,1
44,94.8,0,2,11,4,4,0,2,2018,1
0,98.0,0,8,8,4,1,2,2,2017,1
113,108.0,1,13,10,4,1,0,1,2018,1
3,67.22,1,11,2,4,1,0,1,2018,1
247,115.0,1,6,6,3,1,1,2,2018,0
6,106.0,2,12,2,4,2,1,2,2018,1
151,136.12,0,4,8,4,5,2,3,2018,0
245,110.0,0,6,7,3,4,2,1,2018,0
99,79.5,2,14,2,4,2,2,2,2018,1
63,56.0,0,4,9,3,2,0,2,2017,1
1,91.2,0,8,9,3,1,0,2,2017,1
2,112.2,0,30,9,3,1,0,2,2017,1
76,90.95,1,10,4,4,2,2,2,2018,1
17,79.0,0,20,2,4,1,2,1,2018,1
15,86.0,1,21,1,4,1,0,2,2018,1
25,152.0,0,25,12,4,0,2,2,2018,0
56,115.09,2,24,4,4,3,2,2,2018,1
157,75.27,0,21,8,4,3,2,2,2018,0
71,120.0,0,14,6,3,3,0,1,2018,1
1,0.0,0,26,8,1,1,0,2,2017,1
39,117.9,0,2,7,4,1,2,2,2018,0
168,205.0,0,25,11,4,2,2,2,2018,0
27,98.0,1,1,2,4,0,1,2,2018,1
166,100.3,1,19,6,4,2,2,2,2018,0
152,134.3,3,10,7,4,2,2,2,2018,1
55,104.0,0,6,4,3,1,0,2,2018,1
13,124.52,1,3,11,4,8,4,2,2018,1
89,96.0,2,10,12,4,1,1,1,2018,1
265,115.0,1,24,6,3,2,0,2,2018,0
117,150.45,2,22,5,4,2,2,3,2018,1
197,128.7,0,29,10,4,1,2,3,2018,0
91,95.0,1,26,9,3,3,1,2,2018,1
192,95.0,0,24,6,3,2,0,1,2018,1
315,160.0,0,30,9,3,2,1,2,2018,0
17,165.0,1,24,8,4,3,0,2,2018,1
211,68.69,0,31,5,4,3,0,2,2018,0
27,139.0,1,11,7,4,1,1,2,2018,1
191,71.1,0,25,11,4,1,0,2,2018,0
33,161.1,2,17,7,4,3,2,3,2018,1
141,128.85,2,15,6,4,4,0,2,2018,1
30,87.27,0,11,11,4,2,1,2,2018,1
196,80.75,0,12,5,3,3,1,2,2018,1
64,94.5,0,24,7,4,2,2,2,2018,0
11,90.0,0,14,6,2,3,0,1,2018,1
8,184.0,0,17,9,4,1,0,2,2018,1
94,58.0,0,12,3,3,2,2,2,2018,1
0,79.0,0,10,2,4,1,0,2,2018,1
56,60.0,1,8,2,3,4,1,2,2018,1
6,0.0,0,10,12,4,2,0,1,2017,1
4,134.17,2,17,8,4,5,1,2,2017,0
67,142.2,1,20,7,4,2,0,3,2018,0
32,73.0,0,20,11,3,2,0,1,2017,1
38,90.2,0,23,3,4,2,0,2,2018,1
143,94.5,0,20,8,4,1,0,2,2018,1
166,114.3,1,7,8,4,1,2,2,2018,0
150,76.5,2,9,7,4,1,0,2,2017,0
3,155.0,1,28,5,4,1,0,1,2018,1
10,146.0,0,11,7,3,3,1,1,2018,1
418,75.0,0,26,9,3,2,1,2,2018,0
133,82.45,0,19,8,4,2,1,2,2018,0
82,124.6,0,24,7,4,1,2,2,2018,0
1,67.0,1,9,3,2,1,0,1,2018,1
191,114.3,0,25,11,4,1,0,3,2018,0
86,65.0,0,26,6,2,0,1,1,2018,1
102,80.0,0,16,10,4,2,0,1,2017,0
0,89.89,0,10,12,4,2,2,2,2018,1
88,76.5,0,7,4,4,2,0,2,2018,0
115,76.0,0,27,2,3,2,2,1,2018,1
73,90.9,0,7,4,4,2,0,1,2018,0
64,111.6,2,26,12,4,2,1,2,2018,1
124,94.5,0,8,8,3,1,2,2,2017,0
5,65.0,0,18,11,2,2,0,1,2017,1
304,89.0,0,3,11,3,3,0,2,2018,0
219,76.67,0,4,9,3,2,1,1,2017,1
109,174.6,1,28,10,4,2,1,3,2018,0
45,60.0,0,16,1,3,1,2,2,2018,1
31,78.3,0,16,1,4,1,0,2,2018,0
0,81.0,2,6,8,4,1,0,2,2017,1
209,133.2,0,19,8,4,2,0,3,2018,0
36,107.1,1,16,10,4,0,1,1,2018,0
99,81.0,0,19,2,2,1,0,1,2018,1
179,90.95,1,17,7,4,2,2,2,2018,1
6,148.39,0,18,12,4,1,2,2,2018,1
124,94.5,0,8,8,3,1,2,2,2017,0
12,149.0,0,25,9,4,0,2,2,2018,0
15,182.14,0,1,10,4,1,2,3,2018,1
2,0.0,1,29,5,4,0,0,2,2018,1
322,80.0,0,19,5,3,3,1,2,2018,0
93,126.9,1,20,6,4,1,1,2,2018,1
214,90.95,1,7,8,4,3,2,2,2018,1
0,143.0,0,4,9,4,1,0,1,2017,1
2,80.0,1,9,8,4,5,3,1,2017,1
120,146.53,0,28,9,3,3,0,3,2018,1
74,89.25,3,15,9,4,2,0,2,2017,1
26,134.0,1,2,10,4,0,2,1,2018,1
85,151.2,2,7,10,4,2,0,3,2018,1
221,65.0,0,10,10,3,1,2,2,2017,1
207,95.0,0,30,12,3,2,1,2,2018,1
15,109.55,1,17,8,4,1,0,2,2018,1
78,87.3,1,2,4,4,1,1,2,2018,1
219,108.0,0,4,9,3,1,0,2,2017,0
2,66.88,0,15,5,3,2,2,1,2018,1
39,121.8,1,23,3,4,3,0,2,2018,0
53,89.4,2,18,5,4,1,0,2,2018,1
11,93.8,0,12,2,3,2,1,2,2018,1
188,130.0,0,15,6,3,2,0,1,2018,0
33,71.53,0,31,1,4,5,2,2,2018,1
86,100.0,0,9,9,2,2,0,2,2017,1
61,80.75,1,24,10,4,1,0,1,2017,1
26,133.8,0,18,4,3,4,1,2,2018,1
64,149.4,1,16,9,4,2,0,2,2018,1
106,94.5,0,25,7,4,1,1,2,2018,0
97,78.3,0,12,3,4,1,1,2,2018,0
39,100.62,0,28,8,4,3,2,2,2018,1
49,93.15,0,11,7,4,0,1,2,2018,0
22,115.0,2,6,10,4,4,0,2,2017,1
140,96.3,0,1,7,4,2,0,2,2018,0
3,168.0,2,13,8,4,1,0,2,2018,1
5,65.0,0,10,5,2,1,0,1,2018,1
0,145.0,1,21,9,4,3,1,2,2017,1
99,107.95,1,27,4,4,4,2,2,2018,1
21,87.0,0,23,2,3,5,0,2,2018,1
61,72.24,1,26,10,3,1,1,2,2017,1
60,87.3,1,3,3,4,3,0,2,2018,0
22,81.0,1,19,2,4,2,0,2,2018,1
10,89.59,0,3,12,4,3,2,2,2018,1
115,68.0,2,10,7,4,3,2,1,2017,0
3,121.0,0,12,5,4,3,2,2,2018,1
62,139.05,0,11,3,4,2,1,2,2018,0
36,87.89,1,19,6,4,2,2,2,2018,1
15,128.84,0,30,5,4,5,2,2,2018,0
39,88.0,1,10,1,3,1,2,3,2018,1
116,145.41,0,5,8,4,5,2,3,2018,0
10,90.0,1,18,8,4,5,0,2,2017,1
305,79.5,2,29,12,4,3,0,2,2018,0
166,110.0,0,1,11,3,3,0,1,2018,0
143,90.0,0,25,8,3,3,0,1,2018,1
76,145.8,0,6,11,4,2,2,1,2018,0
71,72.25,0,24,7,3,1,2,2,2018,1
196,66.53,1,26,7,4,5,2,2,2018,1
254,90.95,0,25,10,4,5,0,2,2018,0
1,106.0,1,4,1,4,0,1,2,2018,1
213,130.0,0,7,6,3,3,0,2,2018,0
181,120.0,0,11,10,3,2,0,1,2018,0
38,119.0,1,27,12,4,3,2,2,2017,1
82,103.7,1,14,4,4,3,1,2,2018,0
185,96.3,0,30,8,4,1,0,2,2018,0
67,57.0,0,29,1,3,2,0,2,2018,1
134,124.2,0,13,11,4,1,2,2,2018,0
79,75.0,0,13,11,3,2,0,2,2017,1
2,100.0,0,11,9,2,2,0,2,2017,1
154,72.25,1,29,6,3,4,1,2,2018,1
2,65.0,1,30,3,2,3,0,1,2018,1
219,102.85,1,3,10,4,3,1,2,2018,0
105,75.0,0,6,4,3,1,0,2,2018,0
276,95.67,0,22,9,3,3,0,1,2018,1
81,110.8,3,30,12,4,4,0,2,2017,1
81,111.78,1,24,4,4,2,2,2,2018,1
97,64.98,1,24,3,4,3,1,2,2018,1
103,115.0,0,19,4,3,2,0,1,2018,0
160,90.0,0,27,4,3,4,2,2,2018,0
36,125.1,2,23,3,4,4,2,2,2018,0
65,97.33,2,28,10,4,2,0,2,2017,1
122,97.0,2,30,6,3,3,0,2,2018,1
25,80.85,1,4,10,4,1,2,2,2017,1
148,96.9,0,21,8,3,1,2,3,2018,0
127,86.36,0,8,8,3,5,2,2,2018,1
213,102.85,2,1,10,4,2,2,2,2018,0
110,168.1,3,30,7,4,1,2,2,2018,1
145,116.45,1,30,7,4,2,2,2,2018,1
32,73.0,0,20,11,3,2,0,1,2017,1
9,95.0,2,10,9,4,1,0,1,2017,1
4,65.0,0,21,3,2,0,1,1,2018,1
286,91.0,0,16,9,3,2,0,1,2018,1
42,78.3,2,23,11,4,3,0,2,2018,1
102,109.0,0,16,10,3,2,0,2,2017,1
80,75.0,0,24,4,3,1,2,2,2018,1
110,93.3,0,9,4,4,1,2,2,2018,1
327,76.0,0,9,9,3,4,2,1,2017,1
100,140.0,1,28,9,3,4,0,2,2018,1
292,115.0,0,21,7,3,2,0,2,2018,0
53,79.2,2,16,12,4,1,0,2,2018,1
221,96.0,1,12,8,3,1,0,2,2018,1
336,78.0,0,21,9,3,4,1,2,2018,1
160,76.5,1,5,8,4,2,0,2,2017,1
305,89.0,0,4,11,3,2,1,2,2018,0
0,95.0,0,20,6,0,3,1,1,2018,0
180,120.0,0,10,10,4,2,1,1,2018,0
7,169.17,0,7,3,4,5,1,2,2018,0
128,162.0,2,6,9,4,4,0,3,2018,1
1,120.0,2,13,10,4,1,0,2,2018,1
172,99.9,1,12,11,4,1,0,2,2018,1
124,46.67,1,15,3,3,5,1,1,2018,1
228,102.85,1,5,10,4,4,0,2,2018,0
103,151.2,0,9,10,4,0,1,3,2018,0
24,89.25,0,13,6,4,1,1,1,2018,1
166,99.45,0,1,8,4,5,2,2,2018,0
133,75.0,0,11,3,3,2,1,2,2018,0
47,99.9,0,12,4,4,1,0,1,2018,0
183,80.1,2,29,10,4,1,2,2,2018,0
172,100.3,1,4,6,4,2,2,2,2018,0
2,149.0,1,15,10,4,1,0,2,2018,1
5,110.0,1,24,5,2,2,0,2,2018,1
90,124.5,2,19,7,4,3,0,2,2018,1
41,105.3,1,11,4,4,3,1,2,2018,1
7,143.0,1,26,8,4,2,2,2,2018,1
9,108.0,1,20,7,4,1,0,2,2018,1
265,90.0,0,24,6,3,2,0,1,2018,1
131,105.74,1,17,6,4,3,2,2,2018,1
320,115.0,1,18,8,3,2,0,2,2018,0
56,123.98,2,5,9,4,3,1,1,2018,1
60,93.6,1,14,11,4,1,1,2,2018,1
27,108.0,0,30,9,3,2,0,2,2017,1
14,114.0,1,15,9,4,3,0,1,2017,1
27,182.33,0,25,7,4,3,1,3,2018,0
74,109.0,0,18,9,3,2,0,2,2017,1
99,85.5,0,24,3,4,3,0,2,2018,1
0,95.67,1,20,11,2,5,2,1,2017,1
208,72.25,1,28,11,4,1,2,2,2017,0
4,90.0,0,20,5,2,1,0,2,2018,0
7,106.0,0,6,7,2,2,0,1,2018,1
55,159.3,0,2,6,4,2,0,3,2018,0
4,65.0,1,16,2,2,3,0,1,2018,1
114,72.25,0,22,8,3,3,1,2,2018,1
151,63.75,1,11,7,3,1,1,2,2018,0
104,138.6,2,2,9,4,2,1,2,2018,1
243,80.75,0,27,9,3,6,2,2,2018,1
7,56.0,2,21,5,3,1,1,2,2018,1
13,110.0,0,7,6,2,2,0,1,2018,1
45,107.1,2,20,10,4,1,0,2,2018,1
30,105.75,1,12,9,4,4,2,2,2017,1
27,142.0,1,6,12,4,3,0,2,2018,1
42,75.0,0,7,11,3,3,1,2,2018,1
13,95.0,0,19,4,0,4,0,1,2018,1
290,73.95,0,1,12,4,3,1,2,2018,0
107,117.28,0,6,11,4,2,2,2,2018,1
56,98.4,1,27,12,4,3,0,2,2018,1
125,110.7,4,9,10,4,2,2,0,2018,1
124,94.5,0,8,8,3,1,2,2,2017,1
238,55.08,0,13,11,3,0,2,1,2018,0
102,109.0,0,16,10,3,2,0,2,2017,1
24,107.0,0,19,9,3,2,1,2,2018,1
4,0.0,1,27,2,1,0,0,1,2018,1
125,79.2,1,16,11,4,2,0,2,2018,1
23,93.94,0,5,9,4,0,1,2,2018,0
14,147.9,1,21,2,4,2,2,2,2018,1
31,135.9,2,8,9,4,2,0,2,2018,1
126,136.8,2,24,12,4,1,0,2,2018,0
320,115.0,1,18,8,3,2,0,2,2018,0
51,132.6,2,10,5,4,5,1,2,2018,1
2,70.0,0,17,2,3,4,1,2,2018,1
315,160.0,0,30,9,3,2,1,2,2018,0
115,131.4,0,26,8,4,2,2,2,2018,0
68,75.65,1,1,4,4,2,2,2,2018,0
172,95.0,0,24,6,3,2,0,1,2018,0
1,107.0,0,19,4,3,2,0,2,2018,1
3,129.0,3,2,9,4,1,0,2,2018,1
302,100.0,0,16,9,3,2,1,2,2018,0
39,101.5,0,14,8,3,2,0,2,2017,1
2,167.0,0,6,5,4,1,0,2,2018,1
4,98.1,0,26,9,3,1,1,1,2018,0
38,76.5,1,11,3,4,2,1,1,2018,0
176,125.1,0,8,9,3,3,0,2,2018,0
68,60.0,0,28,11,3,1,2,2,2017,1
76,102.68,0,18,9,3,0,2,2,2018,0
48,76.5,1,17,3,4,1,0,1,2018,0
1,140.0,0,31,10,4,0,1,2,2018,1
172,109.8,0,25,8,4,3,0,2,2018,0
11,65.0,2,4,11,2,2,0,2,2018,1
223,73.96,0,30,9,4,3,2,2,2018,0
0,96.0,0,9,8,4,0,2,2,2017,1
296,96.0,0,21,9,3,4,0,1,2018,1
74,102.68,0,18,9,3,0,2,2,2018,1
26,120.0,0,8,6,3,1,0,2,2018,1
116,96.05,1,18,9,4,2,1,2,2017,0
58,108.0,2,19,10,4,1,0,2,2018,1
204,90.0,0,5,5,3,3,0,1,2018,0
25,56.98,0,16,2,4,2,0,1,2018,0
122,66.53,1,25,4,4,5,1,2,2018,1
7,103.0,1,7,3,4,1,1,2,2018,1
5,0.0,0,21,10,4,1,0,1,2017,1
6,65.0,0,23,5,2,1,1,1,2018,1
25,78.3,0,29,1,4,2,0,2,2018,0
55,104.0,0,6,4,3,1,0,2,2018,1
10,129.0,0,14,10,3,2,1,2,2018,1
57,85.0,0,5,8,3,2,1,2,2018,1
10,153.0,0,23,8,4,0,1,2,2017,1
1,79.0,0,13,2,2,1,0,1,2018,1
213,130.0,0,7,6,3,3,0,2,2018,0
104,159.3,2,14,5,4,1,2,3,2018,1
181,120.0,0,11,10,3,2,0,1,2018,0
3,79.0,1,15,12,2,2,0,1,2018,1
151,80.0,0,19,1,3,3,0,1,2018,1
2,65.0,1,30,11,2,2,0,1,2018,1
3,47.5,1,23,4,3,1,2,2,2018,1
275,110.0,0,17,4,3,0,2,2,2018,0
122,95.2,0,29,4,4,2,2,2,2018,0
208,80.75,0,30,7,4,2,2,2,2018,0
296,117.0,1,21,9,3,4,0,2,2018,0
106,90.0,2,4,11,4,2,1,2,2018,0
1,119.0,1,30,5,4,0,1,2,2018,1
85,125.0,0,30,9,3,3,0,2,2017,1
8,140.0,3,3,9,4,3,0,2,2017,1
87,97.71,0,9,6,4,3,0,2,2018,1
48,40.67,1,6,3,3,1,2,2,2018,1
2,181.0,0,19,5,3,1,0,1,2018,1
28,93.6,0,12,6,4,7,4,2,2018,1
163,112.0,1,14,7,3,3,0,2,2018,0
255,123.75,0,30,12,4,2,2,3,2018,1
41,85.67,0,13,3,2,1,2,2,2018,1
141,114.3,1,10,8,4,2,0,2,2018,1
245,75.0,0,17,6,3,2,0,2,2018,0
41,81.08,0,21,4,4,1,0,2,2018,0
118,58.9,1,26,8,4,4,0,2,2017,0
17,85.0,0,10,10,3,3,1,2,2018,1
46,117.9,1,4,7,4,2,1,2,2018,1
68,65.0,0,29,9,3,2,0,2,2017,1
323,70.0,0,17,5,3,4,0,2,2018,0
161,95.2,1,29,4,4,2,2,2,2018,1
105,150.3,0,26,8,4,2,1,3,2018,0
127,143.1,0,1,9,4,3,1,2,2018,0
418,107.0,0,26,9,4,2,1,2,2018,0
31,127.94,1,5,11,4,3,2,2,2018,0
30,140.0,0,2,6,3,2,0,2,2018,1
230,111.0,0,6,9,4,5,0,1,2018,0
103,94.5,0,18,7,3,1,2,2,2017,0
185,103.5,0,16,12,4,2,1,2,2018,1
185,122.4,1,5,10,4,2,0,2,2018,0
117,126.9,0,3,6,4,2,1,2,2018,1
50,114.0,2,13,11,4,1,2,2,2018,1
15,75.0,1,21,1,4,1,0,1,2018,1
138,218.03,0,4,7,4,3,1,2,2018,0
4,80.79,1,27,11,4,4,2,2,2018,1
160,146.7,0,22,8,4,2,1,3,2018,0
36,129.0,1,26,10,4,4,0,2,2018,0
3,124.0,0,27,6,3,0,1,1,2018,1
93,112.5,1,13,8,4,1,0,1,2018,1
9,116.27,1,14,8,4,1,2,2,2018,1
15,115.0,2,16,9,4,2,0,2,2017,1
175,82.28,0,4,10,3,4,0,2,2018,0
7,81.0,1,2,3,4,1,0,2,2018,1
196,80.75,1,31,7,4,2,2,2,2018,1
138,94.5,0,22,8,3,1,2,2,2017,1
265,109.0,0,24,6,4,2,0,2,2018,0
86,120.69,1,9,8,4,2,0,2,2018,0
315,160.0,0,30,9,3,2,1,2,2018,0
161,105.0,0,25,3,4,2,1,1,2018,0
0,0.0,1,7,1,1,1,0,2,2018,1
166,110.0,0,1,11,3,3,0,1,2018,0
4,122.4,0,20,9,4,1,0,1,2018,1
21,79.0,0,12,2,4,2,0,2,2018,1
63,71.0,0,19,1,3,2,0,1,2018,1
52,100.33,1,28,12,4,2,1,2,2017,1
305,89.0,0,4,11,3,2,1,2,2018,0
3,78.3,1,9,1,4,1,1,2,2018,1
166,110.0,0,1,11,3,3,0,1,2018,0
6,139.0,1,30,6,4,1,0,2,2018,1
66,102.0,2,5,9,4,2,1,2,2018,1
189,109.8,0,28,10,4,2,1,2,2018,0
9,66.0,0,5,2,3,2,1,2,2018,1
199,68.0,1,4,11,3,2,1,2,2018,1
15,77.35,2,22,11,4,5,2,2,2018,0
127,96.3,1,27,6,4,2,1,2,2018,1
70,64.67,1,3,4,4,4,2,1,2018,1
37,105.0,0,13,10,3,3,0,2,2018,1
0,129.0,2,18,6,4,1,2,2,2018,1
80,93.6,2,18,11,4,2,1,2,2018,1
1,105.0,0,16,5,4,0,1,1,2018,0
1,130.94,1,20,9,4,1,0,2,2018,1
184,164.25,1,17,8,4,1,0,2,2018,0
14,152.0,2,11,11,4,1,0,1,2018,1
118,110.8,2,28,12,4,4,1,2,2017,1
276,95.0,0,22,9,3,3,0,2,2018,0
214,120.9,0,29,9,4,3,0,2,2018,0
268,80.75,0,9,10,3,3,2,2,2018,1
69,106.0,0,22,9,3,2,0,2,2017,1
15,86.0,0,18,2,3,3,0,1,2018,1
169,106.0,0,22,4,3,2,2,2,2018,0
287,100.3,0,29,9,4,3,1,2,2018,0
0,71.25,0,9,12,4,7,4,2,2018,1
128,118.8,1,2,9,4,2,1,2,2018,1
69,106.0,0,22,9,3,2,0,2,2017,1
46,106.8,1,17,3,4,3,0,2,2018,0
5,66.3,2,14,12,4,4,0,2,2018,1
7,65.0,0,2,11,2,6,2,1,2018,1
41,105.9,2,16,10,4,2,1,2,2017,1
0,155.0,1,21,9,4,3,1,2,2017,1
96,76.93,0,10,4,4,2,2,2,2018,1
121,58.91,2,15,2,4,3,1,2,2018,1
112,97.75,1,6,12,4,4,0,2,2018,0
70,74.8,1,3,12,4,2,2,2,2018,1
128,151.2,1,11,10,4,3,0,3,2018,0
62,146.7,2,26,7,4,4,0,3,2018,1
43,194.3,2,1,11,4,3,0,3,2018,1
26,123.0,2,17,11,4,2,0,2,2018,1
6,81.0,0,1,2,4,0,1,1,2018,1
7,76.29,0,27,11,4,5,3,2,2018,0
0,109.0,0,14,8,3,2,0,2,2017,1
24,88.0,2,4,12,4,1,2,2,2018,1
0,160.0,0,27,9,2,1,0,2,2018,1
0,149.0,0,26,5,4,3,0,2,2018,1
181,250.0,0,11,10,4,1,0,2,2018,0
51,148.75,1,4,11,4,2,2,2,2018,1
63,116.0,0,4,9,3,2,0,2,2017,1
58,115.04,2,27,9,4,2,0,2,2018,1
9,114.0,1,7,12,4,1,0,1,2018,1
124,114.3,0,8,8,4,5,1,2,2018,0
108,72.25,0,10,7,3,2,2,2,2018,1
304,70.0,1,29,12,3,3,2,1,2018,1
304,89.0,0,3,11,3,3,0,2,2018,0
32,73.0,0,20,11,3,2,0,1,2017,1
163,96.88,0,10,9,3,5,2,2,2018,1
320,115.0,1,18,8,4,2,0,2,2018,0
20,79.0,0,12,2,4,2,0,2,2018,0
89,107.1,3,26,6,4,3,2,2,2018,1
